Column1,Column2,Column3,Column4
authentication.forgot-password.title,Mot de passe oublié,Forgot password,
supplier.select.warning.link,"Si vous le souhaitez, vous pouvez ajouter un fournisseur.","If you wish, you can add a supplier.",
parking.information,Informations du stationnement,Parking information,
ppa.action.reschedule.payment,Replanifier le paiement,Reschedule payment,
lease.field.startDate.error,La date de début doit être inférieure à la date de fin,Start date must be less than end date,
core.error,Erreur,Error,
tenant.select.error.link,Vous devez déjà ajouter un locataire.,You must already add a tenant.,
building.addNewLandlord,Ajouter un propriétaire,Add owner,
lease.prompt.message.teant.invalid,Veuillez allouer un loyer valide,Please allocate valid rent,
authentication.login.button.submit,Se connecter,Log in,
core.phone,Téléphone,Phone,
storage.title,Entreposage,Storage,
document.message.error.invalid.type,Le format du document est invalide.,The document format is invalid.,
plan.benefit.bank.professional,10 comptes bancaires (À venir),10 bank accounts (Coming soon),
manager.error.disabled.dialog.content,Vous avez été révoqué de vos accès de gestionnaire de compte. Contactez-le propriétaire du compte pour continuer à utiliser Wazo ou souscrivez à un plan.,Your manager access has been revoked. Please contact the account owner to access WAZO or subscribe to a plan.,
parking.delete.message.title,Êtes-vous vraiment sûr de vouloir supprimer ce stationnement ?,Do you want to delete this parking lot?,
core.amount.plural,Montants,Amounts,
plan.benefit.rules.standard.description,Le forfait standard vous permet d'appliquer des règles d'approbation lorsque des collaborateurs ont accès à votre compte Wazo. Ceci vous permet de garder le contrôle sur votre parc immobilier.,"The Standard package allows you to put in place approval rules. Therefore, as the owner, you have full control of the decision making.",
user.title.plural,Utilisateurs ,Users,
invoice.status.all,Tous les statuts,All statuses,
supplier.delete.message.title,Êtes-vous vraiment sûr de vouloir supprimer ce fournisseur ?,Are you sure you want to delete this supplier? ,
invoiceTask.reject.reason.other,Autre ,Other,
user.role.field.role_manager_accountant.details,"Le collaborateur financier est un rôle avec accès illimité aux informations financières de votre parc immobilier, cela inclut l’ensemble de vos états financiers, la création, modification et suppression de transactions comptables, l’accès aux documents et factures associé aux transactions.","Financial collaborators have illimited access to all your financial information on your real estate portfolio. This includes all financial statements, they can create, edit, and remove accounting transaction. They also have access to all documents and billing information.",
plan.description.realestate.documentary,Voûte documentaire,Documentary vault,
lease.list.unit,Appartement occupé actuellement,Apartment currently occupied,
core.pdf.only,PDF seulement,PDF only,
unit.select,Sélectionner un appartement,Select an apartment,
plan.description.accounting.automated,Écritures comptable automatisées,Automated bookkeeping,
user.field.unlocking.account.label,Débloquer,Unlocked,
document.category.tax,Taxation,Taxation,
document.action.clear.filter.plural,Retirer les filtres,Remove filters,
bankAccount.title.plural,Informations bancaires,Bank information,
unit.field.nextInspectionDate,Prochaine inspection,Next inspection,
core.error.forbidden.code,Erreur 403 ,403 Error,
landlord.error.dialog.manager.title,Limite atteinte,Limit reached,
plan.name.title.standardmonthly,Standard,Standard,
book.transaction.type.invoice,Facture ,Invoice  ,
landlord.label.no.landlord,Aucun propriétaire,No owner,
lease.title.plural,Baux,Leases,
user.users.list.field.lastName,Nom de famille,Last name,
plan.error.storage.title,Erreur de stockage,Storage error,
core.location.streetName,Rue,Street,
lease.error.allocation,Veuillez attribuer le loyer.,Please allocate the rent.,
core.logo,Logo,Logo,
tenant.error.missing.address,Merci de bien vouloir sélectionner une adresse complète (*),Please select a full address (*),
bankAccount.add,Ajouter un compte bancaire,Add a bank account,
building.action.add.title,Ajout d'un bâtiment,Add a building,
core.comment,Commentaire,Comment,
invoice.status.approval,Statut d’approbation,Approval status,
authentication.login.input.username,Nom d'utilisateur,Username,
plan.description.users.title,Multi-utilisateurs,Multi-users,
invoice.action.pay.message.description,Vous êtes sûr(e) de payer une facture d’un montant de,You are sure to pay a bill in the amount of,
email.manager-disabled.subject,Accès WAZO révoqués,WAZO access revoked,
ppa.retry.payment.label,Relancement du PPA,Relaunch of the APP,
accounting.paymentType.interac,Interac,Interac,
lease.action.revoke,Révoquer le bail,Revoke the lease,
lease.label.renew.error,Un problème est survenu lors du renouvellement du bail,A problem occurred during the lease renewal,
lease.prompt.description.delete.tenant,Ce locataire sera définitivement supprimé.,This tenant will be permanently deleted.,
plan.alert.downgrade.noLabel,Annuler,Cancel,
invoice.status.approval.approved,Approuvé,Approved,
building.field.buildingValue,Valeur marchande du bâtiment,Building value,
payment.plan.plan.code.pro.month,Premium/mois,Premium/month,
core.contact.title,Contact,Contact,
core.button.need-help-menu,Besoin d’aide,Need help,
pdf.extract.format,Format d'axtraction,Extract format,
authentication.social-sign-up.text.login-with,Se connecter avec,Connect with,
user.users.list.field.accountNonExpired,Compte non expiré,Unexpired account,
building.field.picture,Photo du bâtiment,Building photo,
plan.field.endDate,Date de fin,End date,
ppa.reference_type,Source,Source,
lease.revoke.message.title,Êtes-vous sûr(e) de vouloir révoquer ce bail ?,Are you sure you want to revoke this lease?,
plan.alert.downgrade.content,Si vous choisissez ce plan des fonctionnalités ne seront plus accessibles. Êtes-vous sur de vouloir choisir ce plan ?,"If you choose this plan, you will lose some functionalites. Are you sure you want to change it ?",
invoice.field.attachment,Fichier joint,Attachment file,
lease.building.select.error.empty,Il n'existe actuellement aucun bâtiment lié au propriétaire,There are currently no building linked to the owner,
invoice.status.ocr.no_ocr,Sans Smart data,No Smart data,
core.button.need-help,Besoin d’aide ?,Need help?,
building.field.active.unit,Unité active,Active unit ,
core.action.upload.retry.prompt,Êtes-vous sûr(e) de réessayer votre téléversement ?,Do you want to upload again? ,
user.field.validated.value.false,Inactif,Inactive,
lease.field.rentItem,Unité,Rent item,
taskRule.field.amount.infinite,Pas de montant maximum,No maximum amount,
user.profile.billing.card.expiration,Date d'expiration,Expiration Date,
accounting.title,Comptabilité,Accounting,
core.location.city,Ville,City,
receivable.percentage.amount.error,La valeur du pourcentage est invalide.,The percentage value is invalid.,
lease.description.balance,Balance à allouer,Balance to be allocated,
user.field.account.paying,Compte payant,Paid account,
subtype.title,Sous-Type,SubType,
supplier.field.accountNumber,Numéro de compte,Account number,
core.file,Fichier,File,
invoice.status.approval.rejected,Rejeté,Rejected,
book.transaction.type.manual_receivable,Recevable Manuel,Manual Receivable,
lease.newRent.invalid,Montant invalide,Invalid amount,
gl_account.select.error.empty,Il n'existe actuellement aucun compte Gl. Contacter un administrateur pour en ajouter.,There is currently no Gl Account. Contact an administrator to add them.,
invoice.checkbox.no_attachment,Je n’ai pas de pièce jointe pour cette facture,I don't have any attachment file for this invoice,
plan.button.choose,Choisir,Choose,
plan.description.accounting.export.description,"Au courant de l'année 2022, Wazo vous permettera d'exporter vos rapports financiers. Vous aurez la possibilité de choisir les dates de début et de fin de ceux-ci.","During the year 2022, The application will allow you to have financial reports, you will have the opportunity to choose the start and end dates of these.",
core.information.financial,Informations financières,Financial information,
renew.in.pending.message.title,Êtes-vous sûr(e) de vouloir mettre le bail en renouvellement en attente ?,Are you sure you want to put the lease on renew in pending ?,
plan.benefit.storage.professional,Espace de stockage de 10 GB,10 GB of storage space,
building.field.municipalTax,Taxe municipale en vigueur,Current term municipal tax,
rentItem.type.parking,Stationnement,Parking,
core.order.least.recent,Moins récent,Less recent,
core.tax.plural,Taxes,Taxes,
unit.field.rentMarketValue,Montant mensuel du loyer,Amount of monthly rent,
plan.description.accounting.automated.description,"Avec Wazo, lorsque vous entrez une transaction comptable dans le système, le poste comptable est ajusté automatiquement dans les livres.","With Wazo, when you enter an accounting transaction in the system, the accounting item is automatically adjusted in the ledgers.",
invoiceTask.rejected.title,Tâches Rejetées,Rejected tasks,
document.action.add,Ajouter un document,Add a document,
tenant.field.paymentType,Mode de paiement,Payment method,
user.unlock.message.title,Débloquer cet utilisateur,Unlock this user,
gl_account.code.title.plural,Comptes GL,GL Accounts,
core.startDate,Date de début,Start date,
core.file.plural,Fichiers,Files,
lease.status.waitingValidation.plural,Baux en attente de validation,Leases awaiting validation,
authentication.sign-up.text.main-paragraph,Vous devriez vous inscrire à cette application car nous avons des biscuits gratuits!,You should sign up for this app because we have free cookies!,
unit.status.rented,Loué,Rented,
authentication.sign-up-email.link.terms-of-use,Conditions d’utilisation,Terms of Use,
invoice.action.upload,Téléverser une facture,Upload an invoice,
core.lang.fr-ca,Français,French,
core.location.streetNumber,Numéro,Number    ,
bankAccount.add.error.duplicate,Le nom pour ce compte bancaire est déjà utilisé. Merci d’en utiliser un autre.,The name for this bank account is already in use. Please use another.,
lease.title,Bail,Lease  ,
document.category.insurance,Assurances,Insurance,
scheduler.detail.notes,Notes,Notes,
core.action.suite,Suite,Next,
payment.plan.form.city,Ville,City,
core.number,Numéro,Number,
total.amount.to.be.received,Montant total à recevoir,Total amount to be received,
receivable.decimal.invalid.error,Décimal invalide.,Decimal invalid.,
unit.title.type.commercial,Commercial ,Commercial ,
invoice.action.delete.imputation.title,Cette imputation sera supprimée définitivement.,This allocation will be permanently deleted.,
parking.title.type.internal_parking,Stationnement intérieur ,Indoor parking,
user.profile.plan.current,Plan actuel,Current plan,
recurly.credit.account,Crédit au compte,Account credit,
building.select.error.link,Vous devez déjà ajouter un bâtiment.,You must already add a building.,
email.forgot.password.message,Bonjour,Hello,
plan.choose.title,"Choisissez votre plan,",Choose your plan,
manager.invitation.action.removed,L'invitation a été supprimée.,The invitation has been deleted.,
core.action.close,Fermer,Close,
tenant.action.edit.title,Modification d'un locataire,Edit a tenant,
landlord.label.choose.landlord,Choisissez un propriétaire,Choose a owner,
invoiceTask.error.missing.total.amount,Montant manquant,Missing amount,
receivable.action.add,Ajouter un recevable,Add a receivable,
lease.status.active.plural,Baux actifs,Active leases,
payment.plan.title,Information de paiement,payment information,
core.camera.permission.prompt,Nous avons besoin de votre permission pour utiliser la caméra,We need your permission to use the camera,
authentication.reset-password.text.main-paragraph,"Pour débloquer votre compte, veuillez choisir un nouveau mot de passe pour celui-ci.","To unblock your account, please choose a new password for it.",
core.bank.check.digit,Chiffre de chèque bancaire,Bank check figure,
core.year,Année,Year,
storage.delete.message.title,Êtes-vous vraiment sûr(e) de vouloir supprimer cet entreposage ?,Are you sure you want to delete this storage?,
storage.action.edit,Modifier l'entreposage,Change storage,
core.error.not_implemented.message,"Le serveur ne reconnaît pas la méthode de requête, ou bien il n'a pas la capacité de répondre à la requête. ","The server does not recognize the request method, or it does not have the capacity to respond to the request.",
plan.description.mobile.title,Application mobile,Mobile App,
invoice.action.add.imputation.error,Une erreur est survenue lors de l’ajout de l’imputation,An error occurred while adding the imputation,
plan.benefit.rules.standard,Règles d’approbation,Approval rules,
rentItem.label.no.rentItem,Aucune unité disponible. Vous pouvez utiliser les formulaires de création pour en ajouter.,No units available. You can use the creation forms to add them.,
tenant.information.plural,Informations du locataire,Tenant information,
invoice.amount,Balance à imputer,Balance to be charged,
receivable.status.paid,Payé,Paid,
landlord.error.dialog.content,Vous avez atteint votre limite de gestionnaires de compte autorisés par votre plan. Pour activer un autre gestionnaire de compte veuillez changer votre plan.,The limit of managers included in your plan has been reached. Please upgrade your subscription plan in order to activate an additional manager.,
lease.action.view.title.unit,Bail pour l'unité,Lease for the apartment,
lease.empty.message,Aucun bail,No lease,
authentication.login.logo.title,Administrateur Immobiler Numérique,Digital real estate administrator,
landlord.error.dialog.no.label,Annuler,Cancel,
accounting.action.search.invoice,Rechercher une facture (par numéro),Search an invoice (by number),
user.role.approve.message.title,Valider ce rôle,Validate this role,
storage.heated,Chauffé,Heated,
lease.label.tenant.confirm.button,Confirmer,Confirm,
payment.plan.choosen,Plan choisi,Plan chosen,
core.information,Informations,Information,
receivable.collect.amount.error,Le montant est supérieur au montant à recevoir.,Amount is greater than amount to be received.,
core.location.country,Pays,Country,
lease.rent.value,Loyer au bail,Rent value,
recurly.credit.available,Crédit disponible,Credit available,
invoice.reason.reject.wrong_information,Information incorrecte,Incorrect Information,
core.location.locality,Ville,City,
user.field.password.label,Mot de passe,Password,
invoiceTask.reject.reason.service.not.rendered,Service non rendu,Service not rendered,
invoice.imputation.error.amount.zero,L’imputation ne peut être d’une valeur de 0$.,The imputation cannot be worth $ 0.,
receivable.manual.title.plural,Recevables manuels ,Manual receivables,
core.action.upload,Téléverser un document,Upload a document,
landlord.error.dialog.title,Limite atteinte,Limit reached,
building.field.storage.number,Nombre d'entreposages,Number of storage units,
core.company.name,Compagnie,Company,
bookEntry.title,Entrée comptable,Accounting entry,
lease.status.unactive,Bail révoqué,Revoked lease,
landlord.delete.message.description,Ce propriétaire sera supprimé définitivement.,This owner will be permanently deleted.,
core.location.current.address,Adresse actuelle,Current address,
invoice.action.charge,Imputer,Allocate,
core.date.missing,Date manquante,Missing date,
ppa.status.bad_format,Mauvais format,Wrong format,
unit.action.add,Ajouter un appartement,Add an apartment,
core.status.update.success,Mise à jour réussie ,Updated successfully,
core.header.welcome,"Bonjour,","Hello,",
payment.plan.summary.title,Sommaire de la transaction,Transaction summary,
authentication.sign-up.plan.ref.easy,Facile et intuitif,Easy and intuitive,
lease.field.perceptionAmount.total.bigger.error,Le montant indiqué est plus élevé que le montant du loyer,The amount indicated is higher than the amount of the rent,
core.email.error.empty,Merci de saisir une adresse courriel,Please enter an email address,
invoiceTask.validation.title,Tâches de Validation,Validation Tasks,
accounting.paymentType.debit_card,Carte débit,Debit card,
ppa.status.bad_format.description,Erreur de format,Format error,
accounting.paymentType.check,Chèque,Check,
plan.price.free,Gratuit,Free,
taskRule.task.type.to_approve,À approuver,To approve,
building.field.specialTax,Taxe spéciale en vigueur,Current term special tax,
rentItem.status.rented,Loué,Rented,
user.tab.admins,Administrateurs,Administrators,
invoice.information.plural,Informations de la facture,Invoice information,
building.field.landValue,Valeur marchande du terrain,Market value of the land,
core.status.create.success,Créer avec succès ,Created successfully,
authentication.login.create.account.title,Créer un compte,Create an account,
user.profile.billing.title,Facturation,Billing,
ppa.reference_type.rent_parking_ppa,Stationnement,Parking,
invoice.status.to_pay,À payer,To pay,
invoiceTask.error.title.plural,Tâches en erreur,Tasks in error,
authentication.reset-password.text.error.password-not-match,Les mots de passe ne correspondent pas.,Passwords don't match.,
landlord.landlordType,Type de propriétaire,Owner type,
unit.title.furniture.semi_furnished,Semi-meublé ,Semi furnished,
core.action.add.discount,Ajouter une promotion,Add discount,
gl_account.title.plural,Comptes GL,GL Accounts,
taskRule.task.type.declined,Décliné,Declined,
core.confirmation,Confirmation,Confirmation,
lease.rent.item.number,Numéro,Number,
core.action.delete,Supprimer,Delete,
storage.limit.dialog.manager.content,Vous avez atteint la limite de stockage autorisée par votre plan. Merci de contacter le propriétaire du compte WAZO pour obtenir du stockage supplémentaire.,The storage limit included in your plan has been reached. Please contact the Account Owner. The subscription plan needs to be upgraded  in order to upload this document.,
landlord.action.add.title,Ajout d'un propriétaire,Add a owner,
core.endDate,Date de fin,End date,
unit.field.lastOccupationDate,Dernière occupation,Last occupation ,
core.bank.financial.institution.number,Numéro de l'institution financière,Financial institution number ,
core.status.update.failed,L'action n'a pu être complétée,Operation failed,
storage.select.error.empty,Il n'existe actuellement aucun entreposage pour ce bâtiment. ,There is currently no storage for this building.,
lease.select.unit,Sélectionner une unité,Select a unit,
lease.list,Bail actuel,Current lease,
plan.description.accounting.character,Outil de reconnaissance de caractères,Optical character recognition tool,
landlord.field.type.company,Société Immobilière,Real estate company,
storage.limit.dialog.title,Limite atteinte,Limit reached,
receivable.value.amount.error,Le montant est invalide.,The amount is invalid.,
document.plan.downgrade.error.owner,"Vous avez choisi de souscrire à un abonnement avec moins d'espace de stockage, il est nécessaire de revenir à un plan supérieur afin de pouvoir visualiser et télécharger ce document. Pour changer votre plan, connectez-vous sur le site web de WAZO.","By downgrading the subscription plan, your storage limit has decreased. You need to upgrade your subscription plan in order to look at or download this document. Please connect to the WAZO website to change your plan.",
plan.success.message,Merci d’avoir choisi ce plan !,Thank you for choosing a plan.,
building.title.plural,Bâtiments,Buildings,
authentication.login.footer.privacy.policy.title,Politique de confidentialité,Privacy Policy,
book.transaction.type.manual,Manuel,Manual,
authentication.login.form.description,"Un compte pour tout ce qui est WAZO, y compris les applications mobiles et Web","One account for everything WAZO, including mobile and web applications",
plan.benefit.users.base.description,"Avec le forfait Freemium, vous disposez d'un seul utilisateur par compte.",With a Freemium account you can only have one user on the account.,
core.collection.receivable.plural,Recevables,Receivables,
invoice.action.add.amount,Ajouter un montant à la facture,Add an amount to the invoice,
lease.label.unactive,Inactif,Inactive,
lease.field.unit.television,Télévision,Television,
book.transaction.delete.message.description,Cette entrée sera supprimée définitivement.,This entry will be permanently deleted.,
core.detail.plural,Détails,Details,
lease.tooltip.rent.collection.day,"Ce champ correspond au jour de perception du loyer, c’est aussi avec cette donnée que le système va créer une carte recevable automatiquement 7 jours avant la date d'échéance.","This field is the rent perception day, this data will also be used by the system to create automatically a receivable card 7 days before the due date.",
lease.revoke.date,Date de révocation,Revocation date,
lease.tenant.select.error.empty,Il n'existe actuellement aucun locataire lié au propriétaire,There are currently no tenants linked to the owner,
lease.field.rentAmount,Montant mensuel du loyer,Total monthly rent amount,
lease.payment.frequency.annually,Annuellement,Annually,
core.company,Compagnie,Company,
lease.frequency.error.semester,Le bail doit avoir 336 jours au minimum,The lease must be at least 336 days old,
ppa.status.cancel,Annulé,Canceled,
accounting.report.balance.equity.total.plural,MONTANT TOTAL CAPITAUX PROPRES,TOTAL AMOUNT EQUITY,
user.role.approve.message.description,Ce rôle sera définitivement assigné. Êtes-vous sûr ? ,This role will be definitively assigned. Are you sure ?,
plan.payment.unpaid,Non-payé,Unpaid,
gl_account.code.title,Compte GL,GL Account,
invoice.report.all,Toutes les factures,All invoices,
payment.plan.form.first.name.card,Prénom sur la carte,First name on Card,
plan.alert.upgrade.yesLabel,Accepter,Accept,
taskRule.delete.cant.title,Erreur,Error,
rentItem.status.free,Vacant,Unoccupied,
lease.payment.frequency.quarterly,Trimestriel,Quarterly,
user.profile.billing.next.disclaimer,"Dans le cas du passage à un plan inférieur, le montant sera ajusté à la fin du cycle de facturation en cours. ","In the case of a plan downgrade, the amount will be adjusted at the end of the current billing cycle.",
accounting.report.balance.non_current.total,MONTANT TOTAL NON COURANT,TOTAL AMOUNT NON CURRENT,
rentItem.type.title.plural,Types d’unités,Unit types,
lease.field.rentAmount.error,Le montant doit être au moins égal ou supérieur à 1,The amount must be at least equal to or greater than 1,
user.title,Utilisateur ,User,
invoiceTask.reject.reason.missing.purchase.order,Manque le bon de commande,Missing the order form,
core.action.confirm,Confirmer,Confirm,
accounting.report.statement.title,État des résultats,Income statement,
plan.limit.unlimited,Illimité,Unlimited,
recurly.credit.applied,Crédit appliqué,Credit Applied,
accounting.error.add.wrong_entry,Veuillez remplir les champs et équilibrer votre balance pour valider,Please fill all the fields and balance the total to validate,
core.action.pay,Payer,Pay,
lease.field.perceptionDate.error,Merci de saisir un jour de mois compris entre 1 et 30,Please enter a day of month between 1 and 30,
lease.action.view.title.parking,Bail pour le stationnement,Parking lease,
user.delete.forbidden.message.description,Cet utilisateur a une souscription Recurly active. Veuillez annuler la souscription et tenter de nouveau.,This user has an active Recurly subscription. Please cancel the subscription and try again.,
supplier.error.missing.address,L’adresse complète est manquante,The full address is missing,
tenant.select.warning.link,"Si vous le souhaitez, vous pouvez ajouter un locataire.","If you wish, you can add a tenant.",
core.section.admin,Administration,Administration,
core.lastName,Nom,Last name,
taskRule.field.assign-to-me,M'assigner cette règle,Assign me this rule,
lease.status.to_come,À venir,To come,
document.label.error.invalid.type,Format invalide,Invalid format,
landlord.action.add.contact.first.message,Ajouter d'abord un contact,Add a contact first,
building.action.edit.title,Modification d'un bâtiment,Edit a building,
authentication.sign-up-email.error.lastName.required,Le nom est requis,Name is required,
core.action.deposit.payment,Déposer un paiement,Payment deposit,
email.forgot.password.title,Réinitialisez votre mot de passe,Reset your password,
core.type,Type,Type,
core.action.accept,Accepter,Accept,
quote.add.scope.expansion.3.title,Services,Services,
core.upload.plural,Téléversements,Uploads,
unit.field.number,Numéro,Number,
core.error.unauthorized.code,Erreur 401,401 Error,
core.upload.acceptedTypes.all,Tout type de fichier,All types,
lease.revoked.title,RÉVOQUÉ,REVOKED,
core.action.download,Télécharger,Download,
accounting.report.statement.income.total.plural,CHIFFRE D'AFFAIRE,REVENUE,
core.from,De,Of ,
invoiceTask.reject.reason.not.right.company,Pas la bonne compagnie,Not the right company,
lease.action.add,Ajouter un bail,Add a lease,
core.action.scan,Numériser un reçu,Scan a receipt,
storage.title.type.basement,Cave,Cellar,
plan.benefit.bank.standard,3 comptes bancaires (À venir),3 bank accounts (Coming soon),
core.location.suiteNumber,"Nº App, Bureau, Unité","App, Office, Unit No.",
quote.add.tabs.1.title,Info,Info,
unit.delete.message.title,Êtes-vous vraiment sûr de vouloir supprimer cet appartement ?,Do you want to delete this apartment?,
plan.benefit.users.standard,3 utilisateurs,3 users,
tenants.label.redirect.documents,Accéder aux documents,Access documents,
receivable.discount.type.credit_card,Carte de crédit,Credit card,
building.select.warning.link,"Si vous le souhaitez, vous pouvez ajouter un bâtiment.","If you wish, you can add a building.",
core.more,Plus,More,
building.field.parking.number,Nombre de stationnements,Number of parkings,
user.profile.title,Profil,Profile,
user.field.lastName.label,Nom,Name,
core.collection.error.collect_payment,Le montant doit être supérieur à 0 et inférieur au montant restant à payer.,The amount must be greater than 0 and less than the amount remaining to be paid.,
core.settings,Paramètres,Settings,
user.users.list.field.email,Courriel,Email,
parking.action.edit.title,Modification d'un stationnement,Edit a parking lot,
core.bank.gl.account,Compte GL,GL Account,
building.label.choose.building,Choisir un bâtiment,Choose a building,
unit.action.add.title,Ajout d'un appartement,Add an apartment,
invoice.action.delete.imputation.error,Une erreur est survenue lors de l’effacement de l’imputation,An error occurred while clearing the account assignment,
core.error.bad_gateway.code,Erreur 502 ,502 Error,
core.detail,Détail,Detail,
building.field.numberOfFloors,Nombre d'étages,Number of floors,
landlord.title.plural,Propriétaires,Owners,
supplier.action.add.first.message,Ajouter un premier fournisseur,Add a first supplier,
core.action.revoke,Révoquer,Revoke,
email.forgot.error.not-exist,L'utilisateur n'existe pas,User doesn't exist,
tenant.action.add.title,Ajout d'un locataire,Add a tenant,
invoice.issueDate,Date de facturation,Billing date,
user.profile.billing.information.title,Information de facturation,Billing information,
invoiceTask.error.title,Tâche en erreur,Task in error,
core.required.symbol,*,*,
plan.professional.who.title,Une solution complète !,A complete solution!,
invoiceTask.paymentControl.paymentType,Moyen de paiement,Type of payment,
lease.field.promotion,Promotion,Promotion,
core.action.password.reset,Mot de passe,Password,
invoice.dueDate,Dûe le ,Due,
user.users.list.field.fullName,Nom complet,Full name,
lease.label.mobile.document.choose,Cliquez pour choisir,Click to choose,
receivable.no.receivable.message,Aucun recevable disponible. ,No receivable available.,
invoice.imputation.amount.exceeding.amount.message,L’imputation dépasse présentement le total de la facture.,The charge currently exceeds the total of the invoice.,
lease.payment.frequency.unique,Unique,Unique,
supplier.title.type.corporate,Fournisseur enregistré,Registered supplier,
invoice.imputation.title,Imputation,Allocation,
plan.ref.col.kpm,Intelligence d’affaires propulsé par KP Management (www.kpmaffaires.com),Business intelligence powered by KP Management (www.kpmaffaires.com),
lease.field.perceptionAmount.total.less.error,Le montant indiqué est plus bas que le montant du loyer,The amount indicated is lower than the amount of the rent,
core.action.delete.complete,La suppression est bien terminée. Merci de rafraîchir la page.,The deletion is complete. Please refresh the page.,
core.action.continue.prompt,Êtes-vous sûr(e) de continuer?,Are you sure to continue?,
footer.label.copyright,Copyright,Copyright,
manager.action.invitationSent,L’invitation a été envoyée.,The invitation has been sent.,
gl_account.type.liability,Passif,Liability,
ppa.status.to_refund,À rembourser ,To reimburse,
extract.balanace.sheet.validation,Veuillez selectionner le(s) dossier(s) requis.,Please select the required filed(s).,
unit.field.numberOfRooms,Nombre de pièces,Number of rooms,
document.category.hr,Ressources humaines,Human ressources,
tenant.title,Locataire,Tenant  ,
payment.plan.form.last.name.card,Nom sur la carte,Last name on Card,
storage.limit.dialog.label,Changer de plan,Change plan,
plan.standard.storage.title,1gb,1gb,
plan.difference.price,Différence,Difference,
invoiceTask.reject.reason.not.right.amount,Pas le bon montant,Incorrect amount,
core.action.delete.error,La suppression n'a pu être completée. Merci de contacter un administrateur.,The deletion could not be completed. Please contact an administrator.,
plan.description.accounting.export,Export de rapports financiers (À venir),Export financial statements (Coming soon),
plan.benefit.storage.base,Espace de stockage de 500 MB,500 MB of storage space,
gl_account.type.equity,Capital,Equity,
core.action.upload.cancel.prompt,Êtes-vous sûr(e) d’annuler votre téléversement?,Do you want to cancel your upload?,
landlord.error.dialog.yes.label,Changer de plan,Change plan,
building.field.spa,SPA,SPA,
invoice.status.ocr.waiting_for_ocr,En attente,Waiting,
authentication.sign-up.plan.ref.free,Gratuit et sans contrat,Free and without contract,
core.collection.action.show.paid,Voir les recevables payés,See paid receivables,
invoice.error.missing.supplier,Pas de fournisseur,No supplier,
core.collection.title.plural,Collections,Collections,
lease.action.free-lease.title,Bail gratuit,Free Lease,
payment.plan.form.error.country,Le pays n'est pas valide,The country is not valid,
core.action.reschedule,Replanifier,Reschedule,
manager.error.disabled.dialog.no.label,Déconnexion,Log Out,
building.action.add,Ajouter un bâtiment,Add a building,
authentication.mobile.local.password,Mot de passe Wazo,Wazo password,
ppa.status.to_retry,À réessayer ,To be reprocessed,
book.transaction.type.receivable,Recevable,Receivable,
taskRule.task.type.planned,Planifié,Planned,
user.users.list.field.credentialNonExpired,Identifiants non expirés,Unexpired credentials,
plan.name.title.professionalmonthly,Premium,Premium,
lease.field.endDate.error,La date de fin doit être supérieure à la date de début,The end date must be greater than the start date,
tenant.select,Sélectionner un locataire,Select a tenant,
accounting.report.balance.non_current.title,Non Courant,Non Current,
accounting.paymentType.cash,Comptant,Cash,
core.error.gateway_timeout.code,Erreur 504 ,504 Error,
core.error.message.missing.fields,Remplissez les champs manquants,Please fill in the missing fields,
core.collection.error.ppa,"Attention, il peut y avoir un délai dans le paiement, êtes-vous sur de vouloir changer le mode de paiement à PPA ?","Warning, there may be a delay in the payment, are you sure you want to change the payment method to PPA?",
lease.field.endDate,Date de fin du bail,Lease end date,
quote.add.scope.tree.node.2.title,Services,Services,
manager.accept.message,Vous devez vous inscrire pour finaliser l'invitation. ,You must register to finalize the invitation.,
authentication.sign-up-email.error.plan.required,Vous devez choisir un forfait,You should select a plan first,
user.detail.sidePanel.section.1.title,Information générique,Generic information,
ppa.status.waiting,En attente ,Waiting,
core.version,Version,Version,
lease.label.prompt.renew.warning,Êtes-vous sûr(e) de vouloir renouveler ce bail ?,Are you sure you want to renew this lease?,
tenant.select.error.empty,Il n'existe actuellement aucun locataire pour cet appartement.,There is currently no tenant for this apartment.,
plan.benefit.bank.standard.description,"Au courant de l'année 2022, le forfait Standard vous permettera d'associer votre profil Wazo à 3 comptes bancaires.","During the year 2022, the Standard package will allow you to have 3 bank accounts within the app.",
core.error.bad_gateway.message,"En agissant en tant que serveur proxy ou passerelle, le serveur a reçu une réponse invalide depuis le serveur distant.","When acting as a proxy server or gateway, the server received an invalid response from the remote server.",
plan.description.accounting.character.description,L'outil de reconnaissance de caractères permet de lire vos factures et d'émettre automatiquement les informations dans vos livres comptables.,The character recognition tools allow you to read your invoice and automatically issue the information to the right place in your books.,
user.users.list.field.firstName,Prénom,First name,
core.currency,Devise,Currency,
lease.action.renew-in-pending,Renouvellement en attente,Renew in pending,
core.error.message.validate.form,Validez le formulaire avant d'ajouter un nouveau contact,Please validate the form before adding a new contact,
receivable.information,Information de paiement,Payment information,
lease.field.occupancyDate,Date d'occupation,Date of occupation,
plan.description.users.approval,Règles d’approbation,Approval rules,
invoice.status.rejected,Rejeté,Rejected,
plan.base.who.title,Parfait pour le propriétaire qui détient quelques unités en location,Perfect for the owner who has a few rental units,
payment.plan.form.last.name,Nom,Last name,
unit.delete.message.description,Cet appartement sera supprimé définitivement.,This apartment will be permanently deleted,
building.field.waterSewerageTax,Taxe d'eau en vigueur,Current water tax,
